"Time","condition","n","mean","median","sd","sem","mean_CI_lo","mean_CI_hi"
475.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.544202898550725,0.53,0.0683719455087489,0.00823101498720446,0.527778163869625,0.560627633231825
480.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.572028985507246,0.56,0.0675316855946139,0.00812985958062755,0.555806103297217,0.588251867717276
483,"2018-10-30_PC3_WT-TG",38,0.504210526315789,0.5,0.049736145915484,0.00806826827197679,0.487862661953413,0.520558390678166
485.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.572753623188406,0.57,0.0680804899488793,0.00819592786099297,0.556398903777554,0.589108342599258
488,"2018-10-30_PC3_WT-TG",38,0.483684210526316,0.48,0.0455252263085091,0.00738516690906592,0.468720440996954,0.498647980055677
490.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.579710144927536,0.57,0.0685559242407839,0.00825316342381013,0.56324121372931,0.596179076125762
493,"2018-10-30_PC3_WT-TG",38,0.495789473684211,0.49,0.0482466399304695,0.00782663849430495,0.479931197756196,0.511647749612225
495.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.566811594202899,0.56,0.0642030958027449,0.00772914445896081,0.551388326568509,0.582234861837288
498,"2018-10-30_PC3_WT-TG",38,0.505526315789474,0.5,0.0489178775931858,0.00793552762186728,0.489447409531887,0.521605222047061
500.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.551884057971014,0.54,0.0624800053268535,0.00752170874207667,0.536874721864936,0.566893394077093
503,"2018-10-30_PC3_WT-TG",38,0.494210526315789,0.485,0.0462444491305841,0.00750184025737261,0.479010354127453,0.509410698504126
505.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.55695652173913,0.55,0.0624335964380907,0.00751612176841219,0.54195833426542,0.571954709212841
508,"2018-10-30_PC3_WT-TG",38,0.508947368421053,0.5,0.0504460896984157,0.00818343636136691,0.492366151343973,0.525528585498133
510.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.567391304347826,0.56,0.0624888736899487,0.00752277636753335,0.552379837828319,0.582402770867334
513,"2018-10-30_PC3_WT-TG",38,0.502894736842105,0.495,0.0475853653824106,0.00771936559736125,0.487253816449366,0.518535657234845
515.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.553768115942029,0.54,0.061191633637945,0.00736660701721585,0.539068280509122,0.568467951374936
518,"2018-10-30_PC3_WT-TG",38,0.536315789473684,0.53,0.0567793763772756,0.00921083112684009,0.517652872866247,0.554978706081122
520.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.524202898550725,0.51,0.0588718897542754,0.0070873426708398,0.510060326444667,0.538345470656783
523,"2018-10-30_PC3_WT-TG",38,0.504736842105263,0.49,0.0488094387252824,0.00791793651461019,0.488693578816617,0.520780105393909
525.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.56463768115942,0.56,0.0612991629859593,0.00737955202950831,0.549912014356666,0.579363347962174
528,"2018-10-30_PC3_WT-TG",38,0.491578947368421,0.48,0.0458862468820024,0.00744373217955545,0.476496513329399,0.506661381407444
530.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.553478260869565,0.55,0.0591813287069425,0.0071245947431346,0.539261353410612,0.567695168328519
533,"2018-10-30_PC3_WT-TG",38,0.487894736842105,0.475,0.04497193687941,0.00729541151158083,0.473112829022644,0.502676644661566
535.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.559710144927536,0.55,0.0589858162036771,0.00710105780364006,0.545540204700085,0.573880085154987
538,"2018-10-30_PC3_WT-TG",38,0.475526315789474,0.47,0.0424708083162155,0.00688967488162868,0.461566508471597,0.489486123107351
540.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.549855072463768,0.54,0.0563469492264402,0.00678337555140552,0.536319057300718,0.563391087626819
543,"2018-10-30_PC3_WT-TG",38,0.516315789473684,0.505,0.0527831388224922,0.008562555791527,0.498966403464626,0.533665175482742
545.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.556666666666667,0.55,0.0567933992298263,0.0068371218159233,0.543023402502591,0.570309930830743
548,"2018-10-30_PC3_WT-TG",38,0.482105263157895,0.47,0.0433812697617888,0.00703737123121436,0.46784619460967,0.496364331706119
550.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.541739130434783,0.53,0.0553586308096135,0.00666439599567547,0.528440535278667,0.555037725590898
553,"2018-10-30_PC3_WT-TG",38,0.502894736842105,0.49,0.0476988239832843,0.00773777101283448,0.487216523535255,0.518572950148956
555.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.550289855072464,0.54,0.0563072196419093,0.00677859267147903,0.536763383997709,0.563816326147218
558,"2018-10-30_PC3_WT-TG",38,0.499736842105263,0.49,0.0464692192284756,0.00753830278208027,0.484462789824181,0.515010894386346
560.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.565797101449275,0.56,0.0571480481139956,0.00687981652438994,0.552068641320918,0.579525561577633
563,"2018-10-30_PC3_WT-TG",38,0.486842105263158,0.48,0.0446672540530227,0.00724598543049015,0.47216034419668,0.501523866329636
565.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.551159420289855,0.54,0.05548015627984,0.00667902594308033,0.537831631528224,0.564487209051486
568,"2018-10-30_PC3_WT-TG",38,0.447105263157895,0.44,0.0389669225450456,0.00632126955234964,0.434297154434149,0.459913371881641
570.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.53536231884058,0.53,0.0533186787198094,0.00641881462309031,0.522553773683595,0.548170863997564
573,"2018-10-30_PC3_WT-TG",38,0.526842105263158,0.515,0.0554639041694538,0.00899743335582921,0.50861157361097,0.545072636915346
575.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.543623188405797,0.54,0.0535496200484338,0.00644661669194952,0.530759165084175,0.556487211727419
578,"2018-10-30_PC3_WT-TG",38,0.477894736842105,0.47,0.0419882798793446,0.00681139843286348,0.464093532674749,0.491695941009462
580.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.562608695652174,0.56,0.0552973825014254,0.00665702256584419,0.549324813946204,0.575892577358143
583,"2018-10-30_PC3_WT-TG",38,0.461842105263158,0.45,0.0403267239646162,0.00654185847108802,0.448587040934836,0.47509716959148
585.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.547826086956522,0.54,0.0537934384041889,0.00647596897270506,0.534903492070585,0.560748681842458
588,"2018-10-30_PC3_WT-TG",38,0.513421052631579,0.5,0.0507924401583582,0.00823962182518808,0.496725992991173,0.530116112271985
590.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.562028985507246,0.56,0.0544647676226656,0.00655678751337278,0.548945119734324,0.575112851280169
593,"2018-10-30_PC3_WT-TG",38,0.506052631578947,0.5,0.0510187815805974,0.00827633925236448,0.489283175364335,0.52282208779356
595.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.529855072463768,0.52,0.0528453001311427,0.00636182653786113,0.51716024526032,0.542549899667216
598,"2018-10-30_PC3_WT-TG",38,0.463157894736842,0.45,0.038280985552981,0.00620999587869077,0.450575247891997,0.475740541581687
600.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.547101449275362,0.54,0.0519077646145591,0.006248960524899,0.534631842694195,0.55957105585653
603,"2018-10-30_PC3_WT-TG",38,0.543421052631579,0.495,0.124320342876442,0.0201674226968801,0.502557972764438,0.584284132498719
605.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.551304347826087,0.55,0.0527734626793747,0.00635317832494653,0.538626777862823,0.563981917789351
608,"2018-10-30_PC3_WT-TG",38,0.482631578947368,0.46,0.0677708464198771,0.0109938830174671,0.460355856037953,0.504907301856784
610.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.551884057971014,0.55,0.0515431105203618,0.00620506133068785,0.53950205086801,0.564266065074019
613,"2018-10-30_PC3_WT-TG",38,0.468947368421053,0.455,0.0588074950952182,0.00953983542748664,0.449617825779341,0.488276911062764
615.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.539855072463768,0.53,0.0504536115894704,0.00607390107245645,0.527734791581103,0.551975353346433
618,"2018-10-30_PC3_WT-TG",38,0.473157894736842,0.46,0.0612970288578446,0.00994369113241291,0.453010062709658,0.493305726764027
620.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.536086956521739,0.53,0.0515414565095946,0.00620486221119062,0.523705346755505,0.548468566287973
623,"2018-10-30_PC3_WT-TG",38,0.500789473684211,0.47,0.0839363201013002,0.0136162691313195,0.473200291795755,0.528378655572666
625.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.552898550724638,0.55,0.0510507662348258,0.00614579004386169,0.540634817633021,0.565162283816255
628,"2018-10-30_PC3_WT-TG",38,0.507631578947368,0.475,0.0918998929660382,0.0149081312387157,0.477424835793634,0.537838322101103
630.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.547971014492754,0.55,0.0511796061792346,0.00616130055048086,0.535676330667068,0.56026569831844
633,"2018-10-30_PC3_WT-TG",38,0.518157894736842,0.48,0.0917945786292325,0.0148910469973336,0.487985767544233,0.548330021929452
635.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.547971014492754,0.54,0.0499876370052379,0.00601780432461733,0.535962672927556,0.559979356057952
638,"2018-10-30_PC3_WT-TG",38,0.482368421052632,0.46,0.0714874477935402,0.0115967953740793,0.458871081670381,0.505865760434882
640.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.533478260869565,0.53,0.0487739710886296,0.00587169611788532,0.521761473691528,0.545195048047603
643,"2018-10-30_PC3_WT-TG",38,0.450526315789474,0.44,0.0502935903938901,0.00815869770746532,0.433995223986475,0.467057407592473
645.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.56304347826087,0.56,0.050214374196629,0.00604510027482922,0.55098066847507,0.575106288046669
648,"2018-10-30_PC3_WT-TG",38,0.522105263157895,0.48,0.104756033038852,0.0169936725515836,0.487672811914691,0.556537714401098
650.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.565797101449275,0.56,0.0516038586422466,0.0062123745451643,0.553400501053994,0.578193701844556
653,"2018-10-30_PC3_WT-TG",38,0.522894736842105,0.48,0.121786430139589,0.0197563677716865,0.482864533366283,0.562924940317928
655.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.547971014492754,0.54,0.0487363769847814,0.00586717031962255,0.53626325840454,0.559678770580968
658,"2018-10-30_PC3_WT-TG",38,0.501315789473684,0.475,0.0744773157059604,0.0120818159958254,0.476835704963238,0.52579587398413
660.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.563478260869565,0.56,0.0513014759263811,0.00617597194395644,0.551154300734018,0.575802221005113
663,"2018-10-30_PC3_WT-TG",38,0.462631578947368,0.445,0.061630293118498,0.00999775373438819,0.44237420568353,0.482888952211207
665.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.534347826086957,0.53,0.0482785502508334,0.00581205445769076,0.522750051988856,0.545945600185057
668,"2018-10-30_PC3_WT-TG",38,0.513157894736842,0.47,0.0983679046524747,0.0159573812863798,0.480825169044698,0.545490620428987
670.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.524782608695652,0.52,0.0478849324100824,0.00576466843814217,0.513279391927345,0.536285825463959
673,"2018-10-30_PC3_WT-TG",38,0.463157894736842,0.45,0.0707910997290866,0.011483832801462,0.439889439267833,0.486426350205851
675.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.519565217391304,0.51,0.0474476424322486,0.00571202491111479,0.508167049145621,0.530963385636987
678,"2018-10-30_PC3_WT-TG",38,0.507368421052632,0.475,0.0978880831033878,0.0158795439527978,0.475193408779133,0.53954343332613
680.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.546376811594203,0.54,0.04783461134603,0.00575861049391804,0.534885683265384,0.557867939923022
683,"2018-10-30_PC3_WT-TG",38,0.552368421052632,0.505,0.132490371104007,0.0214927762866341,0.508819919731083,0.59591692237418
685.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.522028985507246,0.52,0.0463547608489941,0.00558045742939297,0.510893356083726,0.533164614930767
688,"2018-10-30_PC3_WT-TG",38,0.507894736842105,0.47,0.0944159255559015,0.0153162856210546,0.476860994355123,0.538928479329087
690.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.537536231884058,0.53,0.0471981367123948,0.00568198795218041,0.526198001456723,0.548874462311393
693,"2018-10-30_PC3_WT-TG",38,0.465263157894737,0.45,0.0706241227491181,0.0114567455584754,0.442049586393312,0.488476729396162
695.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.538260869565217,0.53,0.0473397147578055,0.00569903194595539,0.526888628377837,0.549633110752597
698,"2018-10-30_PC3_WT-TG",38,0.472105263157895,0.45,0.0583631638147678,0.00946775537571912,0.452921768573809,0.49128875774198
700.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.54463768115942,0.54,0.0474831149600425,0.00571629530163436,0.53323099148213,0.55604437083671
703,"2018-10-30_PC3_WT-TG",38,0.528421052631579,0.48,0.119198365574444,0.0193365282599505,0.489241524810118,0.56760058045304
705.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.510579710144928,0.5,0.0448488985362489,0.00539917291024343,0.499805828347119,0.521353591942736
708,"2018-10-30_PC3_WT-TG",38,0.490526315789474,0.46,0.0831133179044536,0.0134827605453533,0.463207647991653,0.517844983587295
710.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.574927536231884,0.57,0.0521486334039484,0.00627795771959137,0.562400066649609,0.587455005814159
713,"2018-10-30_PC3_WT-TG",38,0.436052631578947,0.43,0.0475644355945507,0.00771597033743065,0.420418590636289,0.451686672521605
715.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.520289855072464,0.52,0.0453408987719617,0.00545840277833811,0.50939778191306,0.531181928231868
718,"2018-10-30_PC3_WT-TG",38,0.451315789473684,0.44,0.0447920753507219,0.00726623411879031,0.436593000667586,0.466038578279782
720.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.518550724637681,0.51,0.0468500537484418,0.0056400836876203,0.507296112868371,0.529805336406992
723,"2018-10-30_PC3_WT-TG",38,0.46,0.445,0.0498646817545895,0.00808911953846271,0.443609886958625,0.476390113041375
725.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.547101449275362,0.54,0.0469699982240028,0.00565452330563365,0.535818023696924,0.5583848748538
728,"2018-10-30_PC3_WT-TG",38,0.503684210526316,0.47,0.100362075658293,0.0162808785409214,0.470696017135208,0.536672403917423
730.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.533333333333333,0.53,0.0464525902103952,0.00559223470052207,0.522174202731178,0.544492463935489
733,"2018-10-30_PC3_WT-TG",38,0.499473684210526,0.46,0.0975911872522462,0.0158313810858977,0.467396259174939,0.531551109246114
735.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.526086956521739,0.52,0.0451864565636374,0.00543981012133655,0.515231984431734,0.536941928611744
738,"2018-10-30_PC3_WT-TG",38,0.519473684210526,0.47,0.10983888368808,0.0178182198072968,0.483370541532385,0.555576826888667
740.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.552753623188406,0.55,0.0485036098708435,0.00583914845204083,0.541101783866352,0.56440546251046
743,"2018-10-30_PC3_WT-TG",38,0.506578947368421,0.46,0.107358362148397,0.017415826077984,0.471291131831784,0.541866762905058
745.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.528405797101449,0.52,0.0452646852480528,0.00544922774824567,0.51753203242954,0.539279561773359
748,"2018-10-30_PC3_WT-TG",38,0.431315789473684,0.425,0.0399439507737272,0.00647976446009125,0.418186539562443,0.444445039384925
750.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.516521739130435,0.51,0.0454980958540323,0.00547732708316578,0.505591903108698,0.527451575152171
753,"2018-10-30_PC3_WT-TG",38,0.526842105263158,0.475,0.108381340349659,0.0175817750555785,0.491218045158871,0.562466165367444
755.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.522173913043478,0.52,0.0449466862358123,0.00541094516587667,0.511376540075301,0.532971286011656
758,"2018-10-30_PC3_WT-TG",38,0.490526315789474,0.46,0.0796596601230799,0.0129225032719596,0.46434283705636,0.516709794522587
760.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.535797101449275,0.53,0.045160035595693,0.00543662941057121,0.524948476368783,0.546645726529768
763,"2018-10-30_PC3_WT-TG",38,0.575263157894737,0.505,0.145523042516543,0.023606954764306,0.527430924076231,0.623095391713243
765.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.538840579710145,0.53,0.0444090687573415,0.00534622362709714,0.528172356561797,0.549508802858493
768,"2018-10-30_PC3_WT-TG",38,0.501842105263158,0.46,0.0963904016517372,0.0156365879393098,0.470159368633036,0.533524841893279
770.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.540144927536232,0.53,0.0461293817820878,0.00555332497815578,0.529063440076189,0.551226414996275
773,"2018-10-30_PC3_WT-TG",38,0.592631578947368,0.505,0.191391550132978,0.0310478092549914,0.529722741841339,0.655540416053397
775.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.533913043478261,0.53,0.0447285075336665,0.00538467953669369,0.523168082757083,0.544658004199439
778,"2018-10-30_PC3_WT-TG",38,0.477631578947368,0.455,0.0701131984539255,0.011373862693219,0.45458594408284,0.500677213811897
780.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.529130434782609,0.52,0.0451057297271638,0.00543009175226076,0.518294855396159,0.539966014169058
783,"2018-10-30_PC3_WT-TG",38,0.485,0.46,0.0838837677175178,0.0136077440089385,0.457428091650259,0.512571908349741
785.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.512028985507246,0.51,0.0431679248484378,0.00519680745882156,0.501658917680545,0.522399053333948
788,"2018-10-30_PC3_WT-TG",38,0.477631578947368,0.455,0.0839702074105732,0.0136217663787881,0.450031258577525,0.505231899317212
790.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.502028985507246,0.49,0.0428259030379336,0.00515563287139007,0.491741080290529,0.512316890723964
793,"2018-10-30_PC3_WT-TG",38,0.482631578947368,0.46,0.0748217416923181,0.0121376892688067,0.458038284432323,0.507224873462414
795.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.532608695652174,0.53,0.0449068373515739,0.00540614792395311,0.521820895431212,0.543396495873136
798,"2018-10-30_PC3_WT-TG",38,0.444473684210526,0.44,0.0421514238431597,0.00683786387852247,0.430618855956645,0.458328512464408
800.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.522463768115942,0.52,0.04356893783897,0.00524508374978525,0.511997366450498,0.532930169781386
803,"2018-10-30_PC3_WT-TG",38,0.492368421052632,0.46,0.0891228793546672,0.0144576401441796,0.463074459559308,0.521662382545955
805.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.518115942028985,0.51,0.0432596593198233,0.00520785099141668,0.507723837176097,0.528508046881874
808,"2018-10-30_PC3_WT-TG",38,0.467368421052632,0.45,0.062544436550228,0.0101460473810008,0.446810576319712,0.487926265785552
810.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.526811594202899,0.52,0.0434366595516895,0.00522915931532626,0.516376969251668,0.537246219154129
813,"2018-10-30_PC3_WT-TG",38,0.454210526315789,0.44,0.0500071118697465,0.0081122247541553,0.437773597660522,0.470647454971057
815.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.508115942028985,0.5,0.04226232372717,0.00508778589528231,0.497963423345183,0.518268460712788
818,"2018-10-30_PC3_WT-TG",38,0.438421052631579,0.425,0.0423962208788468,0.00687757520154024,0.424485761594302,0.452356343668856
820.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.522463768115942,0.51,0.042544295155736,0.00512173126625604,0.512243512498995,0.532684023732889
823,"2018-10-30_PC3_WT-TG",38,0.497105263157895,0.46,0.0921487603042198,0.0149485028519885,0.466816719345626,0.527393806970163
825.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.540579710144928,0.54,0.0434837379329403,0.00523482688641504,0.530133775731673,0.551025644558182
828,"2018-10-30_PC3_WT-TG",38,0.458684210526316,0.44,0.0626518071019797,0.0101634651844935,0.438091073971236,0.479277347081395
830.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.521159420289855,0.51,0.043268526527885,0.00520891847782367,0.510765185301007,0.531553655278703
833,"2018-10-30_PC3_WT-TG",38,0.543421052631579,0.48,0.135093087341694,0.0219149926135119,0.499017059770743,0.587825045492415
835.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.536666666666667,0.54,0.0440142579394539,0.00529869398997825,0.526093287432511,0.547240045900822
838,"2018-10-30_PC3_WT-TG",38,0.482368421052632,0.45,0.0800146679298617,0.0129800931428882,0.456068254157096,0.508668587948167
840.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.535652173913044,0.53,0.0430621391257675,0.0051840723543536,0.525307518591647,0.54599682923444
843,"2018-10-30_PC3_WT-TG",38,0.482631578947368,0.46,0.077378822807414,0.0125525026012442,0.457197792784574,0.508065365110163
845.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.524347826086957,0.52,0.0429595658343423,0.00517172398116156,0.514027811560618,0.534667840613295
848,"2018-10-30_PC3_WT-TG",38,0.467368421052632,0.45,0.0585262339203455,0.00949420883998989,0.44813132665862,0.486605515446643
850.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.543768115942029,0.54,0.0439284662255301,0.00528836588130984,0.533215346127842,0.554320885756216
853,"2018-10-30_PC3_WT-TG",38,0.478157894736842,0.45,0.089105320712244,0.0144547917562526,0.448869704625668,0.507446084848016
855.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.540579710144928,0.54,0.0432463550987423,0.00520624935141219,0.530190801314908,0.550968618974947
858,"2018-10-30_PC3_WT-TG",38,0.499210526315789,0.46,0.100522461627277,0.0163068965807394,0.4661696153685,0.532251437263079
860.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.515942028985507,0.51,0.0419144380774941,0.00504590538456978,0.505873081559664,0.526010976411351
863,"2018-10-30_PC3_WT-TG",38,0.501052631578947,0.465,0.0886166805627965,0.0143755238567877,0.471925053488229,0.530180209669666
865.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.525072463768116,0.52,0.0410746518515122,0.00494480700334526,0.515205255021024,0.534939672515208
868,"2018-10-30_PC3_WT-TG",38,0.474736842105263,0.45,0.0659949564864624,0.0107057956286968,0.453044839691668,0.496428844518859
870.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.543623188405797,0.54,0.044224394868096,0.00532399150339765,0.532999328769571,0.554247048042024
873,"2018-10-30_PC3_WT-TG",38,0.482631578947368,0.45,0.0795488702597448,0.0129045307828824,0.456484515936165,0.508778641958572
875.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.506086956521739,0.5,0.0415231116121367,0.00499879521420269,0.496112015977218,0.516061897066261
878,"2018-10-30_PC3_WT-TG",38,0.523157894736842,0.47,0.106950487740265,0.0173496601118539,0.488004144182087,0.558311645291597
880.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.530144927536232,0.53,0.0439080842624409,0.00528591218129579,0.51959705400419,0.540692801068274
883,"2018-10-30_PC3_WT-TG",38,0.495789473684211,0.46,0.0823188126325266,0.0133538747710454,0.468731953270884,0.522846994097537
885.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.525942028985507,0.52,0.0416681159168251,0.00501625168112371,0.515932254603592,0.535951803367422
888,"2018-10-30_PC3_WT-TG",38,0.466315789473684,0.45,0.0562052730348982,0.00911769926676371,0.447841575939202,0.484790003008167
890.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.508695652173913,0.5,0.0399968029412889,0.00481504924279047,0.49908737100662,0.518303933341206
893,"2018-10-30_PC3_WT-TG",38,0.500526315789474,0.46,0.0882241423237565,0.0143118457458024,0.471527761807294,0.529524869771654
895.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.541594202898551,0.54,0.0434410753172954,0.00522969091103576,0.531158517164598,0.552029888632504
898,"2018-10-30_PC3_WT-TG",38,0.507894736842105,0.46,0.110872653873513,0.0179859194759005,0.471451802359387,0.544337671324823
900.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.513768115942029,0.51,0.0414481053734086,0.00498976552416665,0.503811193863435,0.523725038020623
903,"2018-10-30_PC3_WT-TG",38,0.499473684210526,0.465,0.0984459618108867,0.0159700438295468,0.467115301768854,0.531832066652199
905.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.535507246376812,0.53,0.0426178722480735,0.00513058890728465,0.525269315612386,0.545745177141237
908,"2018-10-30_PC3_WT-TG",38,0.464473684210526,0.45,0.0586191264986536,0.00950927800605552,0.445206056785808,0.483741311635244
910.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.535942028985507,0.53,0.0427137820635871,0.00514213509224456,0.525681058167718,0.546202999803296
913,"2018-10-30_PC3_WT-TG",38,0.492631578947368,0.46,0.0832996612863013,0.013512989433575,0.465251661604067,0.52001149629067
915.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.518260869565217,0.51,0.041371932860872,0.00498059543126325,0.50832224612211,0.528199493008325
918,"2018-10-30_PC3_WT-TG",38,0.479736842105263,0.45,0.0781020414345532,0.0126698241547269,0.454065339895051,0.505408344315475
920.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.512898550724638,0.51,0.040077184696069,0.00482472606891221,0.503270959751464,0.522526141697812
923,"2018-10-30_PC3_WT-TG",38,0.505526315789474,0.46,0.102632837283018,0.0166492447187335,0.471791741625249,0.539260889953699
925.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.530434782608696,0.53,0.0411036989393432,0.00494830386179346,0.520560595989213,0.540308969228179
928,"2018-10-30_PC3_WT-TG",38,0.486052631578947,0.46,0.0766014421459124,0.0124263948055758,0.460874364081266,0.511230899076629
930.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.518695652173913,0.51,0.0411922695302615,0.00495896650793947,0.508800188575319,0.528591115772507
933,"2018-10-30_PC3_WT-TG",38,0.443947368421053,0.43,0.0536525092576701,0.00870358629901065,0.426312227460674,0.461582509381431
935.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.516231884057971,0.51,0.0395229437934981,0.00475800330504117,0.506737436287121,0.525726331828821
938,"2018-10-30_PC3_WT-TG",38,0.465,0.44,0.0639150618800853,0.0103683921698481,0.443991641931724,0.486008358068276
940.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.545217391304348,0.54,0.0439788951942451,0.00529443681572883,0.534652507129143,0.555782275479553
943,"2018-10-30_PC3_WT-TG",38,0.520789473684211,0.47,0.122195713176177,0.0198227622475264,0.480624742221855,0.560954205146567
945.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.515217391304348,0.51,0.0401324533356944,0.00483137963124239,0.505576523354261,0.524858259254435
948,"2018-10-30_PC3_WT-TG",38,0.503947368421053,0.47,0.0983798340598539,0.0159593164917981,0.471610721630275,0.53628401521183
950.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.512028985507246,0.51,0.039391687319002,0.00474220188238593,0.502566068984377,0.521491902030116
953,"2018-10-30_PC3_WT-TG",38,0.522105263157895,0.465,0.128529266721564,0.0208502003044669,0.479858744448337,0.564351781867453
955.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.532028985507246,0.53,0.0402777018352852,0.00484886549577507,0.522353225057745,0.541704745956748
958,"2018-10-30_PC3_WT-TG",38,0.514210526315789,0.46,0.117050037324015,0.0189880233981105,0.475737136418718,0.552683916212861
960.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.541159420289855,0.54,0.0433025006710337,0.00521300848402949,0.530757023820694,0.551561816759016
