"Time","condition","n","mean","median","sd","sem","mean_CI_lo","mean_CI_hi"
963,"2018-10-30_PC3_WT-TG",38,0.437631578947368,0.43,0.0351394296532893,0.00570036821608104,0.426081535831454,0.449181622063282
965.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.536666666666667,0.53,0.0423454514074648,0.00509779329198963,0.52649417853365,0.546839154799683
968,"2018-10-30_PC3_WT-TG",38,0.466578947368421,0.45,0.0580901589930256,0.00942346814556056,0.447485187236291,0.485672707500551
970.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.532753623188406,0.53,0.0405435154012478,0.00488086568867524,0.523014007348172,0.542493239028639
973,"2018-10-30_PC3_WT-TG",38,0.454210526315789,0.44,0.0590296113940887,0.00957586744914572,0.434807975863365,0.473613076768214
975.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.513478260869565,0.51,0.039587062910402,0.00476572233962875,0.503968410005015,0.522988111734116
978,"2018-10-30_PC3_WT-TG",38,0.472105263157895,0.445,0.0733432468836933,0.0118978457398171,0.447997937793594,0.496212588522195
980.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.53304347826087,0.53,0.0410990320419181,0.00494774203336567,0.523170412752559,0.54291654376918
983,"2018-10-30_PC3_WT-TG",38,0.534473684210526,0.475,0.134620535127267,0.0218383345217289,0.490225015397491,0.578722353023562
985.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.513333333333333,0.51,0.0381817120786235,0.00459653798086031,0.504161084600389,0.522505582066277
988,"2018-10-30_PC3_WT-TG",38,0.508947368421053,0.47,0.0971426778391068,0.0157586232515077,0.477017364761132,0.540877372080973
990.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.518550724637681,0.51,0.0393803236296131,0.00474083385494464,0.509090537971068,0.528010911304294
993,"2018-10-30_PC3_WT-TG",38,0.57921052631579,0.49,0.171706562687586,0.0278544826166585,0.522771983576341,0.635649069055238
995.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.519130434782609,0.51,0.039732159534548,0.00478318992050644,0.50958572790311,0.528675141662108
998,"2018-10-30_PC3_WT-TG",38,0.459473684210526,0.44,0.0627283878328927,0.0101758882194935,0.438855376195562,0.480091992225491
1000.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.522173913043478,0.52,0.0394770806633192,0.00475248203298941,0.512690482799469,0.531657343287487
1003,"2018-10-30_PC3_WT-TG",38,0.452105263157895,0.44,0.0571464640194726,0.00927038060583683,0.433321687844937,0.470888838470853
1005.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.497971014492754,0.49,0.0391670521103452,0.00471515898115868,0.488562061239099,0.507379967746408
1008,"2018-10-30_PC3_WT-TG",38,0.451315789473684,0.45,0.0248423192362461,0.00402995633068792,0.443150322330108,0.459481256617261
1010.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.519275362318841,0.51,0.0391947940938331,0.00471849872350716,0.509859744713091,0.528690979924591
1013,"2018-10-30_PC3_WT-TG",38,0.437368421052632,0.43,0.0227422942728058,0.00368928729670856,0.429893214938092,0.444843627167172
1015.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.570869565217391,0.57,0.0527964774458537,0.00635594897724267,0.55818646650355,0.583552663931232
1018,"2018-10-30_PC3_WT-TG",38,0.44421052631579,0.44,0.0223765778785172,0.00362996026349624,0.436855528188798,0.451565524442781
1020.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.62304347826087,0.6,0.0921843477180067,0.0110976913411874,0.600898379978932,0.645188576542807
1023,"2018-10-30_PC3_WT-TG",38,0.436578947368421,0.43,0.0222122824300861,0.00360330802236644,0.42927795181153,0.443879942925312
1025.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.675507246376812,0.62,0.168213242046098,0.0202504946440424,0.635098013468538,0.715916479285085
1028,"2018-10-30_PC3_WT-TG",38,0.430526315789474,0.43,0.0222937839380389,0.00361652931281084,0.423198531353533,0.437854100225415
1030.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.771739130434783,0.67,0.31577149464232,0.038014420762684,0.695882534856545,0.84759572601302
1033,"2018-10-30_PC3_WT-TG",38,0.433684210526316,0.43,0.021488029682364,0.0034858187123731,0.42662127092382,0.440747150128812
1035.53,"2018-10-30_PC3+ORAI1mCh-TG",69,0.913188405797101,0.74,0.510635396441425,0.061473277816391,0.790520389801338,1.03585642179286
1038,"2018-10-30_PC3_WT-TG",38,0.448684210526316,0.45,0.0235005523375664,0.00381229299755788,0.440959771187805,0.456408649864826
1040.53,"2018-10-30_PC3+ORAI1mCh-TG",69,1.04623188405797,0.8,0.648103798534108,0.078022528674656,0.890540352136101,1.20192341597984
1043,"2018-10-30_PC3_WT-TG",38,0.445526315789474,0.44,0.0223845226960508,0.00363124908308717,0.438168706265941,0.452883925313006
1045.53,"2018-10-30_PC3+ORAI1mCh-TG",69,1.21420289855072,0.9,0.796675824907142,0.0959084988142552,1.0228204689068,1.40558532819465
1048,"2018-10-30_PC3_WT-TG",38,0.447368421052632,0.45,0.0226231417664632,0.00366995820779837,0.439932379392359,0.454804462712904
1050.6,"2018-10-30_PC3+ORAI1mCh-TG",69,1.4036231884058,1.02,0.956573189928342,0.115157879508499,1.17382921763725,1.63341715917435
1053,"2018-10-30_PC3_WT-TG",38,0.448157894736842,0.45,0.0229988558067799,0.00373090707335732,0.440598358944543,0.455717430529141
1055.6,"2018-10-30_PC3+ORAI1mCh-TG",69,1.57840579710145,1.12,1.11216617356084,0.133889073577257,1.31123431052011,1.84557728368279
1058,"2018-10-30_PC3_WT-TG",38,0.456578947368421,0.45,0.0243039665086012,0.00394262398613974,0.448590432363147,0.464567462373695
1060.6,"2018-10-30_PC3+ORAI1mCh-TG",69,1.60420289855072,1.14,1.10393734609765,0.132898439163206,1.33900819216503,1.86939760493642
1063,"2018-10-30_PC3_WT-TG",38,0.435,0.43,0.0208922590086971,0.00338917194702283,0.428132885345033,0.441867114654967
1065.6,"2018-10-30_PC3+ORAI1mCh-TG",69,1.78260869565217,1.25,1.23882137079839,0.149136567544446,1.48501130857714,2.0802060827272
1068,"2018-10-30_PC3_WT-TG",38,0.432105263157895,0.43,0.0210736026418658,0.00341858976890847,0.425178542333944,0.439031983981845
1070.6,"2018-10-30_PC3+ORAI1mCh-TG",69,1.69782608695652,1.26,1.1318047399218,0.136253279142004,1.42593690162322,1.96971527228983
1073,"2018-10-30_PC3_WT-TG",38,0.440789473684211,0.44,0.0224669822541301,0.00364462578978461,0.433404760378387,0.448174186990034
1075.6,"2018-10-30_PC3+ORAI1mCh-TG",69,1.90507246376812,1.5,1.25951393891407,0.151627660009588,1.60250417907358,2.20764074846266
1078,"2018-10-30_PC3_WT-TG",38,0.448684210526316,0.445,0.0231529640425255,0.00375590673036794,0.441074020617404,0.456294400435228
1080.6,"2018-10-30_PC3+ORAI1mCh-TG",69,1.96666666666667,1.62,1.31100059077775,0.157825924516727,1.65172993771935,2.28160339561399
1083,"2018-10-30_PC3_WT-TG",38,0.44421052631579,0.44,0.0218881158607067,0.00355072126079863,0.437016081658842,0.451404970972737
1085.6,"2018-10-30_PC3+ORAI1mCh-TG",69,1.80884057971015,1.53,1.14591542680422,0.137952006219969,1.53356163726978,2.08411952215051
1088,"2018-10-30_PC3_WT-TG",38,0.433421052631579,0.43,0.0204379503639244,0.0033154733530358,0.426703265512284,0.440138839750874
1090.6,"2018-10-30_PC3+ORAI1mCh-TG",69,1.88695652173913,1.58,1.2193239500398,0.146789353913451,1.59404292654018,2.17987011693808
1093,"2018-10-30_PC3_WT-TG",38,0.437368421052632,0.43,0.0222618581248124,0.00361135026201848,0.430051130370372,0.444685711734892
1095.66,"2018-10-30_PC3+ORAI1mCh-TG",69,1.93173913043478,1.68,1.23276584833806,0.148407568307179,1.63559643868876,2.22788182218081
1098,"2018-10-30_PC3_WT-TG",38,0.448421052631579,0.445,0.0228421511494056,0.00370548622114025,0.440913024378446,0.455929080884712
1100.66,"2018-10-30_PC3+ORAI1mCh-TG",69,2.04652173913043,1.82,1.31749966635441,0.158608321274292,1.73002376176134,2.36301971649953
1103,"2018-10-30_PC3_WT-TG",38,0.434210526315789,0.43,0.0202192815317818,0.00328000058432862,0.427564613853092,0.440856438778487
1105.66,"2018-10-30_PC3+ORAI1mCh-TG",69,1.92971014492754,1.73,1.19959671043634,0.144414473344761,1.64153555011926,2.21788473973581
1108,"2018-10-30_PC3_WT-TG",38,0.435526315789474,0.43,0.0202280736709683,0.00328142685764225,0.428877513422538,0.44217511815641
1110.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.87768115942029,1.67,1.16866457841662,0.140690682243806,1.59693727406111,2.15842504477947
1113,"2018-10-30_PC3_WT-TG",38,0.436315789473684,0.435,0.020719628066105,0.00336116751018438,0.42950541719757,0.443126161749798
1115.73,"2018-10-30_PC3+ORAI1mCh-TG",69,2.07826086956522,1.82,1.33130183580025,0.160269907217464,1.75844724906962,2.39807449006081
1118,"2018-10-30_PC3_WT-TG",38,0.459210526315789,0.45,0.0257200709245553,0.00417234645696536,0.45075654937154,0.467664503260039
1120.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.87188405797101,1.62,1.159632643863,0.139603365097554,1.59330988019579,2.15045823574624
1123,"2018-10-30_PC3_WT-TG",38,0.446315789473684,0.44,0.0235292862518617,0.00381695425396952,0.438581905532564,0.454049673414804
1125.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.96101449275362,1.69,1.19938972830982,0.144389555624887,1.6728896204812,2.24913936502605
1128,"2018-10-30_PC3_WT-TG",38,0.431052631578947,0.43,0.0215343187674817,0.00349332779354374,0.423974477132779,0.438130786025116
1130.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.89115942028986,1.62,1.17064529242722,0.140929132189691,1.60993971547196,2.17237912510775
1133,"2018-10-30_PC3_WT-TG",38,0.438684210526316,0.44,0.0240687138667134,0.00390446096824795,0.43077302114026,0.446595399912371
1135.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.95333333333333,1.65,1.20208846041656,0.144714444791807,1.66456015482216,2.2421065118445
1138,"2018-10-30_PC3_WT-TG",38,0.438684210526316,0.43,0.0247332856618395,0.00401226874929672,0.430554581826844,0.446813839225788
1140.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.92521739130435,1.56,1.20593094219369,0.145177025238512,1.63552114788349,2.21491363472521
1143,"2018-10-30_PC3_WT-TG",38,0.46,0.46,0.0271133755761826,0.00439837031762045,0.451088055212827,0.468911944787174
1145.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.94869565217391,1.53,1.25457622683973,0.151033229329226,1.64731353543392,2.2500777689139
1148,"2018-10-30_PC3_WT-TG",38,0.478684210526316,0.47,0.0325635389397222,0.00528250356384866,0.467980841619321,0.48938757943331
1150.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.96492753623188,1.51,1.26134921132376,0.151848600844273,1.66191837096605,2.26793670149772
1153,"2018-10-30_PC3_WT-TG",38,0.477368421052632,0.475,0.0342237637153623,0.0055518275863495,0.466119349841133,0.48861749226413
1155.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.89579710144928,1.43,1.19807493357555,0.144231272939169,1.60798807735859,2.18360612553997
1158,"2018-10-30_PC3_WT-TG",38,0.468421052631579,0.46,0.0368727773156583,0.00598155433718424,0.456301272316377,0.480540832946781
1160.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.81855072463768,1.34,1.14663609715591,0.138038764735051,1.54309865827593,2.09400279099943
1163.03,"2018-10-30_PC3_WT-TG",38,0.548947368421053,0.515,0.111616851233916,0.0181066442293067,0.512259822352882,0.585634914489223
1165.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.8804347826087,1.42,1.19023654937927,0.143287642370885,1.59450874399976,2.16636082121763
1168.03,"2018-10-30_PC3_WT-TG",38,0.532631578947368,0.515,0.0913172139873557,0.0148136082267308,0.502616357608101,0.562646800286636
1170.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.82811594202899,1.36,1.14923923092156,0.138352145214125,1.55203853465753,2.10419334940044
1173.03,"2018-10-30_PC3_WT-TG",38,0.592368421052632,0.56,0.123800934601684,0.0200831635484017,0.551676066437079,0.633060775668184
1175.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.94057971014493,1.42,1.27217493716813,0.15315186508532,1.63496992157664,2.24618949871322
1178.03,"2018-10-30_PC3_WT-TG",38,0.55078947368421,0.54,0.0830623855075328,0.0134744982195432,0.523487546948673,0.578091400419748
1180.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.92971014492754,1.46,1.25372969576485,0.150931318963613,1.62853138715592,2.23088890269915
1183.03,"2018-10-30_PC3_WT-TG",38,0.550526315789474,0.535,0.100106628784513,0.0162394395860334,0.517622085696436,0.583430545882511
1185.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.77144927536232,1.36,1.15850851803505,0.139468036250779,1.49314514209636,2.04975340862828
1188.03,"2018-10-30_PC3_WT-TG",38,0.570789473684211,0.55,0.113313284423065,0.018381842032104,0.53354432390217,0.608034623466251
1190.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.86463768115942,1.41,1.25740580247137,0.151373870205512,1.56257582613403,2.16669953618481
1193.03,"2018-10-30_PC3_WT-TG",38,0.668157894736842,0.635,0.161007894101549,0.0261189293944246,0.61523591685547,0.721079872618215
1195.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.90782608695652,1.45,1.29044551080946,0.155351383679498,1.59782722736945,2.2178249465436
1198.03,"2018-10-30_PC3_WT-TG",38,0.697368421052632,0.665,0.20232011310052,0.0328206562705029,0.630867454685669,0.763869387419594
1200.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.79101449275362,1.36,1.18590886581649,0.142766650493296,1.50612807724995,2.0759009082573
1203.03,"2018-10-30_PC3_WT-TG",38,0.80578947368421,0.735,0.313348364801924,0.0508318170471688,0.702794429101163,0.908784518267258
1205.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.82652173913043,1.39,1.2195645631885,0.146818320332622,1.53355034234197,2.1194931359189
1208.03,"2018-10-30_PC3_WT-TG",38,0.749210526315789,0.68,0.395900489673908,0.0642235400612661,0.619081273494604,0.879339779136975
1210.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.8495652173913,1.37,1.26431385109335,0.152205501532027,1.54584386789145,2.15328656689116
1213.03,"2018-10-30_PC3_WT-TG",38,0.773157894736842,0.715,0.303209010626627,0.0491869966035039,0.673495572939784,0.8728202165339
1215.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.85391304347826,1.41,1.27149659085766,0.153070201786047,1.54846621148651,2.15935987547001
1218.03,"2018-10-30_PC3_WT-TG",38,0.882105263157895,0.785,0.387432002018118,0.0628497699589155,0.754759532964027,1.00945099335176
1220.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.86550724637681,1.38,1.2983842178464,0.156307091698538,1.55360130113022,2.1774131916234
1223.03,"2018-10-30_PC3_WT-TG",38,0.932368421052632,0.84,0.532944062834884,0.0864549432562773,0.757194066635153,1.10754277547011
1225.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.84304347826087,1.39,1.26294975023207,0.152041283086147,1.53964982156773,2.14643713495401
1228.03,"2018-10-30_PC3_WT-TG",38,0.843157894736842,0.78,0.358300080056398,0.0581239481780148,0.725387589017054,0.96092820045663
1230.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.84623188405797,1.38,1.28907753320563,0.155186698528659,1.53656164857286,2.15590211954308
1233.03,"2018-10-30_PC3_WT-TG",38,0.839736842105263,0.78,0.320223628296676,0.0519471320619359,0.734481954645391,0.944991729565135
1235.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.66811594202899,1.26,1.116637909823,0.134427407361952,1.39987022710555,1.93636165695242
1238.03,"2018-10-30_PC3_WT-TG",38,0.937105263157895,0.85,0.431238993716107,0.0699562024076268,0.795360533097422,1.07884999321837
1240.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.85188405797101,1.35,1.30545718311555,0.157158576656311,1.53827900094561,2.16548911499642
1243.03,"2018-10-30_PC3_WT-TG",38,0.960789473684211,0.88,0.402977979271937,0.0653716604818966,0.828333907920094,1.09324503944833
1245.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.79623188405797,1.3,1.28610572871714,0.154828935310108,1.48727555396029,2.10518821415565
1248.03,"2018-10-30_PC3_WT-TG",38,0.910263157894737,0.84,0.355029399940611,0.0575933738015678,0.793567897977582,1.02695841781189
1250.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.85101449275362,1.3,1.32218195878624,0.159172003043095,1.53339170592767,2.16863727957957
1253.03,"2018-10-30_PC3_WT-TG",38,1.01526315789474,0.93,0.384213741485797,0.0623276991617934,0.888975243615165,1.14155107217431
1255.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.75275362318841,1.22,1.25405446459494,0.150970416536279,1.45149684742524,2.05401039895157
1258.03,"2018-10-30_PC3_WT-TG",38,0.954473684210526,0.895,0.335057053378215,0.0543534313588998,0.844343171251353,1.0646041971697
1260.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.88768115942029,1.25,1.36952132570164,0.164870993113745,1.55868621496783,2.21667610387275
1263.03,"2018-10-30_PC3_WT-TG",38,1.09657894736842,0.995,0.451617371627375,0.0732620118327325,0.948136011166589,1.24502188357025
1265.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.74869565217391,1.19,1.254252663639,0.150994276897279,1.44739126380168,2.05000004054615
1268.03,"2018-10-30_PC3_WT-TG",38,1.05894736842105,0.965,0.418309270520865,0.0678587243360674,0.921452532620543,1.19644220422156
1270.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.71739130434783,1.18,1.23129135006578,0.148230059574797,1.42160282576232,2.01317978293333
1273.03,"2018-10-30_PC3_WT-TG",38,0.971052631578947,0.885,0.34467210798078,0.0559131991807778,0.85776172881501,1.08434353434288
1275.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.81014492753623,1.22,1.31180891357924,0.157923235146753,1.49501401825,2.12527583682247
1278.03,"2018-10-30_PC3_WT-TG",38,1.20526315789474,1.07,0.509927058069995,0.0827210920331435,1.03765430468364,1.37287201110583
1280.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.78202898550725,1.17,1.31335401314854,0.158109243276505,1.4665269027771,2.0975310682374
1283.03,"2018-10-30_PC3_WT-TG",38,1.29657894736842,1.195,0.498116866325344,0.0808052259444994,1.13285200758631,1.46030588715053
1285.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.78797101449275,1.17,1.30928536828992,0.157619435994298,1.47344632697664,2.10249570200887
1288.03,"2018-10-30_PC3_WT-TG",38,1.16342105263158,1.06,0.495112743457485,0.0803178928636238,1.00068154346492,1.32616056179823
1290.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.76246376811594,1.12,1.28155627564244,0.154281245520637,1.45460033597721,2.07032720025467
1293.03,"2018-10-30_PC3_WT-TG",38,1.12631578947368,1.04,0.413125339613102,0.0670177796971664,0.990524869362341,1.26210670958503
1295.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.80304347826087,1.15,1.33090339105329,0.160221940106693,1.48332557464455,2.12276138187719
1298.03,"2018-10-30_PC3_WT-TG",38,1.06263157894737,0.975,0.42794091667543,0.0694211836630895,0.921970899834657,1.20329225806008
1300.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.89101449275362,1.2,1.41166687551771,0.169944721082122,1.55189508177374,2.23013390373351
1303.03,"2018-10-30_PC3_WT-TG",38,1.34526315789474,1.245,0.579187393668364,0.0939566021019045,1.15488899886403,1.53563731692544
1305.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.93507246376812,1.18,1.46554107975058,0.176430413118013,1.58301105583179,2.28713387170444
1308.03,"2018-10-30_PC3_WT-TG",38,1.15342105263158,1.085,0.444037229482427,0.0720323504016058,1.00746964715357,1.29937245810958
1310.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.74623188405797,1.11,1.29168050758473,0.155500059819847,1.43593634585198,2.05652742226396
1313.03,"2018-10-30_PC3_WT-TG",38,1.29263157894737,1.18,0.508589380438421,0.0825040920667347,1.12546240943269,1.45980074846205
1315.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.75739130434783,1.1,1.32299421119839,0.159269786742652,1.43957339318741,2.07520921550825
1318.03,"2018-10-30_PC3_WT-TG",38,1.41973684210526,1.295,0.682913024584035,0.11078312135673,1.19526891658142,1.64420476762911
1320.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.69028985507246,1.06,1.21932113587667,0.146789015128022,1.39737693590931,1.98320277423562
1323.03,"2018-10-30_PC3_WT-TG",38,0.978947368421053,0.91,0.359863258367143,0.0583775291850648,0.860663258776013,1.09723147806609
1325.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.64768115942029,1.05,1.18514971122731,0.142675259020452,1.36297711276127,1.93238520607931
1328.03,"2018-10-30_PC3_WT-TG",38,1.17526315789474,1.105,0.446583044195289,0.0724453360822619,1.02847496394325,1.32205135184623
1330.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.64202898550725,1.04,1.18454332191796,0.142602258326144,1.35747060946569,1.9265873615488
1333.03,"2018-10-30_PC3_WT-TG",38,1.16289473684211,1.08,0.479385349113345,0.0777665726024335,1.00532469355945,1.32046478012476
1335.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.76565217391304,1.12,1.32439162310681,0.15943801536736,1.44749856775864,2.08380578006744
1338.03,"2018-10-30_PC3_WT-TG",38,1.34789473684211,1.195,0.634389077880217,0.102911497763563,1.13937623571454,1.55641323796967
1340.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.75768115942029,1.11,1.30376394575761,0.156954734832499,1.44448286242123,2.07087945641935
1343.03,"2018-10-30_PC3_WT-TG",38,1.06552631578947,0.99,0.445370767911842,0.0722486789007581,0.919136587136947,1.211916044442
1345.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.78942028985507,1.12,1.33779766787452,0.161051913503227,1.46804620011206,2.11079437959809
1348.03,"2018-10-30_PC3_WT-TG",38,1.27868421052632,1.1,0.661824550330093,0.107362119093776,1.06114789400367,1.49622052704896
1350.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.77623188405797,1.1,1.35579160884537,0.163218129437377,1.45053517771959,2.10192859039635
1353.03,"2018-10-30_PC3_WT-TG",38,1.07684210526316,0.995,0.49004194670516,0.0794953010081965,0.91576932551412,1.2379148850122
1355.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.69565217391304,1.07,1.2610190536659,0.151808854532979,1.39272232117653,1.99858202664955
1358.03,"2018-10-30_PC3_WT-TG",38,1.15157894736842,1.03,0.543947167127368,0.0882398824714541,0.972787962566186,1.33036993217066
1360.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.80072463768116,1.09,1.4194389103161,0.170880364121538,1.45973818008521,2.14171109527711
1363.03,"2018-10-30_PC3_WT-TG",38,1.08315789473684,0.985,0.522173758297856,0.0847077691482695,0.911523651328609,1.25479213814508
1365.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.67405797101449,1.06,1.26711032859228,0.152542157861371,1.36966483426886,1.97845110776013
1368.03,"2018-10-30_PC3_WT-TG",38,1.07078947368421,0.96,0.474167159366122,0.076920070445909,0.914934606691042,1.22664434067738
1370.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.72289855072464,1.05,1.33608636284054,0.160845896586821,1.40193556133766,2.04386154011162
1373.03,"2018-10-30_PC3_WT-TG",38,1.02473684210526,0.935,0.453328452265023,0.0735395857654411,0.875731487693044,1.17374219651748
1375.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.67782608695652,1.03,1.27214370900786,0.153148105656606,1.37222380021143,1.98342837370161
1378.03,"2018-10-30_PC3_WT-TG",38,1.11789473684211,0.96,0.57603564967915,0.0934453217129338,0.928556530282029,1.30723294340218
1380.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.62304347826087,1,1.22780088482935,0.147809856939643,1.32809350097872,1.91799345554302
1383.03,"2018-10-30_PC3_WT-TG",38,1.07631578947368,0.91,0.573926358646612,0.0931031495240572,0.887670889623767,1.2649606893236
1385.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.66710144927536,1,1.27310193373286,0.153263462357572,1.36126897181746,1.97293392673327
1388.03,"2018-10-30_PC3_WT-TG",38,0.993421052631579,0.85,0.506232914644171,0.0821218228367454,0.827026434149554,1.1598156711136
1390.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.68057971014493,1,1.27279322757882,0.153226298503865,1.37482139200247,1.98633802828739
1393.03,"2018-10-30_PC3_WT-TG",38,0.960263157894737,0.815,0.495141185664361,0.0803225067988435,0.797514300007316,1.12301201578216
1395.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.60478260869565,0.97,1.20124764637788,0.144613222676473,1.3162114157708,1.8933538016205
1398.03,"2018-10-30_PC3_WT-TG",38,0.926578947368421,0.79,0.470843270622777,0.0763808644902832,0.771816615418562,1.08134127931828
1400.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.64101449275362,0.97,1.25956125055692,0.151633355662073,1.3384348425615,1.94359414294574
1403.03,"2018-10-30_PC3_WT-TG",38,1.11605263157895,0.915,0.570654150354847,0.0925723272447311,0.928483279830609,1.30362198332729
1405.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.60927536231884,0.98,1.23030044016107,0.148110768040588,1.31372492628363,1.90482579835405
1408.03,"2018-10-30_PC3_WT-TG",38,0.992105263157895,0.83,0.576401501839561,0.0935046707703195,0.802646803985055,1.18156372233073
1410.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.59695652173913,0.97,1.21916111991694,0.146769751470203,1.30408204260666,1.8898310008716
1413.03,"2018-10-30_PC3_WT-TG",38,0.958421052631579,0.795,0.504158524596368,0.0817853123352113,0.792708269191492,1.12413383607167
1415.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.64028985507246,0.99,1.24767309422085,0.150202189819938,1.34056605185405,1.94001365829088
1418.03,"2018-10-30_PC3_WT-TG",38,0.898684210526316,0.755,0.475230647004234,0.0770925909219185,0.742479783844938,1.05488863720769
1420.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.57855072463768,0.96,1.19011897003213,0.143273487480876,1.29265293167199,1.86444851760337
1423.03,"2018-10-30_PC3_WT-TG",38,1.065,0.855,0.601497006350529,0.0975756991760822,0.867292853754627,1.26270714624537
1425.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.6431884057971,0.98,1.26458606660978,0.152238272429196,1.33940166299009,1.94697514860411
1428.03,"2018-10-30_PC3_WT-TG",38,0.981315789473684,0.79,0.559889810841825,0.0908261207913948,0.797284588079989,1.16534699086738
1430.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.60826086956522,0.99,1.19690281255873,0.144090166150639,1.32073341968705,1.89578831944338
1433.03,"2018-10-30_PC3_WT-TG",38,0.900526315789474,0.75,0.472331464971662,0.0766222814924779,0.74527482652932,1.05577780504963
1435.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.6704347826087,1.01,1.28244531448898,0.154388273220603,1.36235778001988,1.97851178519751
1438.03,"2018-10-30_PC3_WT-TG",38,0.963684210526316,0.765,0.571926195638448,0.0927786802383795,0.775696747897524,1.15167167315511
1440.73,"2018-10-30_PC3+ORAI1mCh-TG",69,1.65724637681159,1.02,1.29001126768674,0.155299106950722,1.34735183381263,1.96714091981056
1443.03,"2018-10-30_PC3_WT-TG",38,1.01447368421053,0.82,0.620264535406755,0.100620194410696,0.810597804667051,1.218349563754
