"condition","Time","Sample","Value"
"2018-10-30_PC3_WT-TG",878,"R13_R1",0.6
"2018-10-30_PC3_WT-TG",878,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",878,"R15_R1",0.44
"2018-10-30_PC3_WT-TG",878,"R16_R1",0.44
"2018-10-30_PC3_WT-TG",878,"R17_R1",0.44
"2018-10-30_PC3_WT-TG",878,"R18_R1",0.61
"2018-10-30_PC3_WT-TG",878,"R19_R1",0.43
"2018-10-30_PC3_WT-TG",878,"R20_R1",0.47
"2018-10-30_PC3_WT-TG",878,"R21_R1",0.52
"2018-10-30_PC3_WT-TG",878,"R22_R1",0.46
"2018-10-30_PC3_WT-TG",878,"R23_R1",0.44
"2018-10-30_PC3_WT-TG",878,"R24_R1",0.44
"2018-10-30_PC3_WT-TG",878,"R25_R1",0.46
"2018-10-30_PC3_WT-TG",878,"R26_R1",0.52
"2018-10-30_PC3_WT-TG",878,"R27_R1",0.48
"2018-10-30_PC3_WT-TG",878,"R28_R1",0.76
"2018-10-30_PC3_WT-TG",878,"R29_R1",0.91
"2018-10-30_PC3_WT-TG",878,"R30_R1",0.65
"2018-10-30_PC3_WT-TG",878,"R31_R1",0.47
"2018-10-30_PC3_WT-TG",878,"R32_R1",0.44
"2018-10-30_PC3_WT-TG",878,"R33_R1",0.55
"2018-10-30_PC3_WT-TG",878,"R34_R1",0.46
"2018-10-30_PC3_WT-TG",878,"R35_R1",0.61
"2018-10-30_PC3_WT-TG",878,"R36_R1",0.46
"2018-10-30_PC3_WT-TG",878,"R37_R1",0.55
"2018-10-30_PC3_WT-TG",878,"R38_R1",0.54
"2018-10-30_PC3_WT-TG",878,"R39_R1",0.62
"2018-10-30_PC3_WT-TG",883,"R2_R1",0.57
"2018-10-30_PC3_WT-TG",883,"R3_R1",0.46
"2018-10-30_PC3_WT-TG",883,"R4_R1",0.46
"2018-10-30_PC3_WT-TG",883,"R5_R1",0.45
"2018-10-30_PC3_WT-TG",883,"R6_R1",0.45
"2018-10-30_PC3_WT-TG",883,"R7_R1",0.49
"2018-10-30_PC3_WT-TG",883,"R8_R1",0.53
"2018-10-30_PC3_WT-TG",883,"R9_R1",0.47
"2018-10-30_PC3_WT-TG",883,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",883,"R11_R1",0.42
"2018-10-30_PC3_WT-TG",883,"R12_R1",0.64
"2018-10-30_PC3_WT-TG",883,"R13_R1",0.61
"2018-10-30_PC3_WT-TG",883,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",883,"R15_R1",0.43
"2018-10-30_PC3_WT-TG",883,"R16_R1",0.43
"2018-10-30_PC3_WT-TG",883,"R17_R1",0.43
"2018-10-30_PC3_WT-TG",883,"R18_R1",0.69
"2018-10-30_PC3_WT-TG",883,"R19_R1",0.42
"2018-10-30_PC3_WT-TG",883,"R20_R1",0.46
"2018-10-30_PC3_WT-TG",883,"R21_R1",0.45
"2018-10-30_PC3_WT-TG",883,"R22_R1",0.46
"2018-10-30_PC3_WT-TG",883,"R23_R1",0.44
"2018-10-30_PC3_WT-TG",883,"R24_R1",0.43
"2018-10-30_PC3_WT-TG",883,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",883,"R26_R1",0.54
"2018-10-30_PC3_WT-TG",883,"R27_R1",0.46
"2018-10-30_PC3_WT-TG",883,"R28_R1",0.71
"2018-10-30_PC3_WT-TG",883,"R29_R1",0.7
"2018-10-30_PC3_WT-TG",883,"R30_R1",0.55
"2018-10-30_PC3_WT-TG",883,"R31_R1",0.47
"2018-10-30_PC3_WT-TG",883,"R32_R1",0.45
"2018-10-30_PC3_WT-TG",883,"R33_R1",0.53
"2018-10-30_PC3_WT-TG",883,"R34_R1",0.44
"2018-10-30_PC3_WT-TG",883,"R35_R1",0.45
"2018-10-30_PC3_WT-TG",883,"R36_R1",0.44
"2018-10-30_PC3_WT-TG",883,"R37_R1",0.58
"2018-10-30_PC3_WT-TG",883,"R38_R1",0.48
"2018-10-30_PC3_WT-TG",883,"R39_R1",0.55
"2018-10-30_PC3_WT-TG",888,"R2_R1",0.49
"2018-10-30_PC3_WT-TG",888,"R3_R1",0.44
"2018-10-30_PC3_WT-TG",888,"R4_R1",0.46
"2018-10-30_PC3_WT-TG",888,"R5_R1",0.45
"2018-10-30_PC3_WT-TG",888,"R6_R1",0.44
"2018-10-30_PC3_WT-TG",888,"R7_R1",0.46
"2018-10-30_PC3_WT-TG",888,"R8_R1",0.49
"2018-10-30_PC3_WT-TG",888,"R9_R1",0.44
"2018-10-30_PC3_WT-TG",888,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",888,"R11_R1",0.42
"2018-10-30_PC3_WT-TG",888,"R12_R1",0.45
"2018-10-30_PC3_WT-TG",888,"R13_R1",0.51
"2018-10-30_PC3_WT-TG",888,"R14_R1",0.42
"2018-10-30_PC3_WT-TG",888,"R15_R1",0.41
"2018-10-30_PC3_WT-TG",888,"R16_R1",0.42
"2018-10-30_PC3_WT-TG",888,"R17_R1",0.42
"2018-10-30_PC3_WT-TG",888,"R18_R1",0.51
"2018-10-30_PC3_WT-TG",888,"R19_R1",0.42
"2018-10-30_PC3_WT-TG",888,"R20_R1",0.44
"2018-10-30_PC3_WT-TG",888,"R21_R1",0.46
"2018-10-30_PC3_WT-TG",888,"R22_R1",0.44
"2018-10-30_PC3_WT-TG",888,"R23_R1",0.44
"2018-10-30_PC3_WT-TG",888,"R24_R1",0.43
"2018-10-30_PC3_WT-TG",888,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",888,"R26_R1",0.46
"2018-10-30_PC3_WT-TG",888,"R27_R1",0.45
"2018-10-30_PC3_WT-TG",888,"R28_R1",0.66
"2018-10-30_PC3_WT-TG",888,"R29_R1",0.62
"2018-10-30_PC3_WT-TG",888,"R30_R1",0.54
"2018-10-30_PC3_WT-TG",888,"R31_R1",0.46
"2018-10-30_PC3_WT-TG",888,"R32_R1",0.44
"2018-10-30_PC3_WT-TG",888,"R33_R1",0.46
"2018-10-30_PC3_WT-TG",888,"R34_R1",0.42
"2018-10-30_PC3_WT-TG",888,"R35_R1",0.44
"2018-10-30_PC3_WT-TG",888,"R36_R1",0.43
"2018-10-30_PC3_WT-TG",888,"R37_R1",0.52
"2018-10-30_PC3_WT-TG",888,"R38_R1",0.58
"2018-10-30_PC3_WT-TG",888,"R39_R1",0.51
"2018-10-30_PC3_WT-TG",893,"R2_R1",0.58
"2018-10-30_PC3_WT-TG",893,"R3_R1",0.46
"2018-10-30_PC3_WT-TG",893,"R4_R1",0.46
"2018-10-30_PC3_WT-TG",893,"R5_R1",0.46
"2018-10-30_PC3_WT-TG",893,"R6_R1",0.45
"2018-10-30_PC3_WT-TG",893,"R7_R1",0.62
"2018-10-30_PC3_WT-TG",893,"R8_R1",0.53
"2018-10-30_PC3_WT-TG",893,"R9_R1",0.46
"2018-10-30_PC3_WT-TG",893,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",893,"R11_R1",0.43
"2018-10-30_PC3_WT-TG",893,"R12_R1",0.5
"2018-10-30_PC3_WT-TG",893,"R13_R1",0.54
"2018-10-30_PC3_WT-TG",893,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",893,"R15_R1",0.43
"2018-10-30_PC3_WT-TG",893,"R16_R1",0.43
"2018-10-30_PC3_WT-TG",893,"R17_R1",0.43
"2018-10-30_PC3_WT-TG",893,"R18_R1",0.54
"2018-10-30_PC3_WT-TG",893,"R19_R1",0.42
"2018-10-30_PC3_WT-TG",893,"R20_R1",0.46
"2018-10-30_PC3_WT-TG",893,"R21_R1",0.46
"2018-10-30_PC3_WT-TG",893,"R22_R1",0.46
"2018-10-30_PC3_WT-TG",893,"R23_R1",0.45
"2018-10-30_PC3_WT-TG",893,"R24_R1",0.44
"2018-10-30_PC3_WT-TG",893,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",893,"R26_R1",0.48
"2018-10-30_PC3_WT-TG",893,"R27_R1",0.46
"2018-10-30_PC3_WT-TG",893,"R28_R1",0.79
"2018-10-30_PC3_WT-TG",893,"R29_R1",0.74
"2018-10-30_PC3_WT-TG",893,"R30_R1",0.55
"2018-10-30_PC3_WT-TG",893,"R31_R1",0.47
"2018-10-30_PC3_WT-TG",893,"R32_R1",0.45
"2018-10-30_PC3_WT-TG",893,"R33_R1",0.56
"2018-10-30_PC3_WT-TG",893,"R34_R1",0.51
"2018-10-30_PC3_WT-TG",893,"R35_R1",0.44
"2018-10-30_PC3_WT-TG",893,"R36_R1",0.44
"2018-10-30_PC3_WT-TG",893,"R37_R1",0.64
"2018-10-30_PC3_WT-TG",893,"R38_R1",0.53
"2018-10-30_PC3_WT-TG",893,"R39_R1",0.65
"2018-10-30_PC3_WT-TG",898,"R2_R1",0.59
"2018-10-30_PC3_WT-TG",898,"R3_R1",0.47
"2018-10-30_PC3_WT-TG",898,"R4_R1",0.46
"2018-10-30_PC3_WT-TG",898,"R5_R1",0.46
"2018-10-30_PC3_WT-TG",898,"R6_R1",0.45
"2018-10-30_PC3_WT-TG",898,"R7_R1",0.58
"2018-10-30_PC3_WT-TG",898,"R8_R1",0.51
"2018-10-30_PC3_WT-TG",898,"R9_R1",0.47
"2018-10-30_PC3_WT-TG",898,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",898,"R11_R1",0.42
"2018-10-30_PC3_WT-TG",898,"R12_R1",0.49
"2018-10-30_PC3_WT-TG",898,"R13_R1",0.53
"2018-10-30_PC3_WT-TG",898,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",898,"R15_R1",0.43
"2018-10-30_PC3_WT-TG",898,"R16_R1",0.43
"2018-10-30_PC3_WT-TG",898,"R17_R1",0.43
"2018-10-30_PC3_WT-TG",898,"R18_R1",0.54
"2018-10-30_PC3_WT-TG",898,"R19_R1",0.43
"2018-10-30_PC3_WT-TG",898,"R20_R1",0.46
"2018-10-30_PC3_WT-TG",898,"R21_R1",0.45
"2018-10-30_PC3_WT-TG",898,"R22_R1",0.46
"2018-10-30_PC3_WT-TG",898,"R23_R1",0.45
"2018-10-30_PC3_WT-TG",898,"R24_R1",0.44
"2018-10-30_PC3_WT-TG",898,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",898,"R26_R1",0.48
"2018-10-30_PC3_WT-TG",898,"R27_R1",0.46
"2018-10-30_PC3_WT-TG",898,"R28_R1",0.88
"2018-10-30_PC3_WT-TG",898,"R29_R1",0.75
"2018-10-30_PC3_WT-TG",898,"R30_R1",0.61
"2018-10-30_PC3_WT-TG",898,"R31_R1",0.47
"2018-10-30_PC3_WT-TG",898,"R32_R1",0.44
"2018-10-30_PC3_WT-TG",898,"R33_R1",0.54
"2018-10-30_PC3_WT-TG",898,"R34_R1",0.46
"2018-10-30_PC3_WT-TG",898,"R35_R1",0.47
"2018-10-30_PC3_WT-TG",898,"R36_R1",0.44
"2018-10-30_PC3_WT-TG",898,"R37_R1",0.8
"2018-10-30_PC3_WT-TG",898,"R38_R1",0.51
"2018-10-30_PC3_WT-TG",898,"R39_R1",0.74
"2018-10-30_PC3_WT-TG",903,"R2_R1",0.52
"2018-10-30_PC3_WT-TG",903,"R3_R1",0.46
"2018-10-30_PC3_WT-TG",903,"R4_R1",0.46
"2018-10-30_PC3_WT-TG",903,"R5_R1",0.46
"2018-10-30_PC3_WT-TG",903,"R6_R1",0.45
"2018-10-30_PC3_WT-TG",903,"R7_R1",0.53
"2018-10-30_PC3_WT-TG",903,"R8_R1",0.51
"2018-10-30_PC3_WT-TG",903,"R9_R1",0.46
"2018-10-30_PC3_WT-TG",903,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",903,"R11_R1",0.42
"2018-10-30_PC3_WT-TG",903,"R12_R1",0.5
"2018-10-30_PC3_WT-TG",903,"R13_R1",0.52
"2018-10-30_PC3_WT-TG",903,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",903,"R15_R1",0.42
"2018-10-30_PC3_WT-TG",903,"R16_R1",0.43
"2018-10-30_PC3_WT-TG",903,"R17_R1",0.43
"2018-10-30_PC3_WT-TG",903,"R18_R1",0.55
"2018-10-30_PC3_WT-TG",903,"R19_R1",0.42
"2018-10-30_PC3_WT-TG",903,"R20_R1",0.45
"2018-10-30_PC3_WT-TG",903,"R21_R1",0.5
"2018-10-30_PC3_WT-TG",903,"R22_R1",0.45
"2018-10-30_PC3_WT-TG",903,"R23_R1",0.44
"2018-10-30_PC3_WT-TG",903,"R24_R1",0.43
"2018-10-30_PC3_WT-TG",903,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",903,"R26_R1",0.48
"2018-10-30_PC3_WT-TG",903,"R27_R1",0.47
"2018-10-30_PC3_WT-TG",903,"R28_R1",0.87
"2018-10-30_PC3_WT-TG",903,"R29_R1",0.8
"2018-10-30_PC3_WT-TG",903,"R30_R1",0.6
"2018-10-30_PC3_WT-TG",903,"R31_R1",0.47
"2018-10-30_PC3_WT-TG",903,"R32_R1",0.45
"2018-10-30_PC3_WT-TG",903,"R33_R1",0.6
"2018-10-30_PC3_WT-TG",903,"R34_R1",0.48
"2018-10-30_PC3_WT-TG",903,"R35_R1",0.52
"2018-10-30_PC3_WT-TG",903,"R36_R1",0.43
"2018-10-30_PC3_WT-TG",903,"R37_R1",0.67
"2018-10-30_PC3_WT-TG",903,"R38_R1",0.48
"2018-10-30_PC3_WT-TG",903,"R39_R1",0.55
"2018-10-30_PC3_WT-TG",908,"R2_R1",0.47
"2018-10-30_PC3_WT-TG",908,"R3_R1",0.44
"2018-10-30_PC3_WT-TG",908,"R4_R1",0.45
"2018-10-30_PC3_WT-TG",908,"R5_R1",0.45
"2018-10-30_PC3_WT-TG",908,"R6_R1",0.43
"2018-10-30_PC3_WT-TG",908,"R7_R1",0.45
"2018-10-30_PC3_WT-TG",908,"R8_R1",0.46
"2018-10-30_PC3_WT-TG",908,"R9_R1",0.45
"2018-10-30_PC3_WT-TG",908,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",908,"R11_R1",0.41
"2018-10-30_PC3_WT-TG",908,"R12_R1",0.44
"2018-10-30_PC3_WT-TG",908,"R13_R1",0.47
"2018-10-30_PC3_WT-TG",908,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",908,"R15_R1",0.42
"2018-10-30_PC3_WT-TG",908,"R16_R1",0.42
"2018-10-30_PC3_WT-TG",908,"R17_R1",0.43
"2018-10-30_PC3_WT-TG",908,"R18_R1",0.46
"2018-10-30_PC3_WT-TG",908,"R19_R1",0.41
"2018-10-30_PC3_WT-TG",908,"R20_R1",0.44
"2018-10-30_PC3_WT-TG",908,"R21_R1",0.44
"2018-10-30_PC3_WT-TG",908,"R22_R1",0.44
"2018-10-30_PC3_WT-TG",908,"R23_R1",0.43
"2018-10-30_PC3_WT-TG",908,"R24_R1",0.43
"2018-10-30_PC3_WT-TG",908,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",908,"R26_R1",0.46
"2018-10-30_PC3_WT-TG",908,"R27_R1",0.45
"2018-10-30_PC3_WT-TG",908,"R28_R1",0.64
"2018-10-30_PC3_WT-TG",908,"R29_R1",0.61
"2018-10-30_PC3_WT-TG",908,"R30_R1",0.55
"2018-10-30_PC3_WT-TG",908,"R31_R1",0.46
"2018-10-30_PC3_WT-TG",908,"R32_R1",0.44
"2018-10-30_PC3_WT-TG",908,"R33_R1",0.49
"2018-10-30_PC3_WT-TG",908,"R34_R1",0.46
"2018-10-30_PC3_WT-TG",908,"R35_R1",0.46
"2018-10-30_PC3_WT-TG",908,"R36_R1",0.43
"2018-10-30_PC3_WT-TG",908,"R37_R1",0.6
"2018-10-30_PC3_WT-TG",908,"R38_R1",0.44
"2018-10-30_PC3_WT-TG",908,"R39_R1",0.62
"2018-10-30_PC3_WT-TG",913,"R2_R1",0.61
"2018-10-30_PC3_WT-TG",913,"R3_R1",0.45
"2018-10-30_PC3_WT-TG",913,"R4_R1",0.46
"2018-10-30_PC3_WT-TG",913,"R5_R1",0.46
"2018-10-30_PC3_WT-TG",913,"R6_R1",0.45
"2018-10-30_PC3_WT-TG",913,"R7_R1",0.52
"2018-10-30_PC3_WT-TG",913,"R8_R1",0.69
"2018-10-30_PC3_WT-TG",913,"R9_R1",0.46
"2018-10-30_PC3_WT-TG",913,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",913,"R11_R1",0.42
"2018-10-30_PC3_WT-TG",913,"R12_R1",0.47
"2018-10-30_PC3_WT-TG",913,"R13_R1",0.52
"2018-10-30_PC3_WT-TG",913,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",913,"R15_R1",0.43
"2018-10-30_PC3_WT-TG",913,"R16_R1",0.42
"2018-10-30_PC3_WT-TG",913,"R17_R1",0.43
"2018-10-30_PC3_WT-TG",913,"R18_R1",0.59
"2018-10-30_PC3_WT-TG",913,"R19_R1",0.42
"2018-10-30_PC3_WT-TG",913,"R20_R1",0.45
"2018-10-30_PC3_WT-TG",913,"R21_R1",0.47
"2018-10-30_PC3_WT-TG",913,"R22_R1",0.45
"2018-10-30_PC3_WT-TG",913,"R23_R1",0.44
"2018-10-30_PC3_WT-TG",913,"R24_R1",0.43
"2018-10-30_PC3_WT-TG",913,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",913,"R26_R1",0.47
"2018-10-30_PC3_WT-TG",913,"R27_R1",0.46
"2018-10-30_PC3_WT-TG",913,"R28_R1",0.65
"2018-10-30_PC3_WT-TG",913,"R29_R1",0.74
"2018-10-30_PC3_WT-TG",913,"R30_R1",0.58
"2018-10-30_PC3_WT-TG",913,"R31_R1",0.47
"2018-10-30_PC3_WT-TG",913,"R32_R1",0.44
"2018-10-30_PC3_WT-TG",913,"R33_R1",0.48
"2018-10-30_PC3_WT-TG",913,"R34_R1",0.45
"2018-10-30_PC3_WT-TG",913,"R35_R1",0.48
"2018-10-30_PC3_WT-TG",913,"R36_R1",0.43
"2018-10-30_PC3_WT-TG",913,"R37_R1",0.61
"2018-10-30_PC3_WT-TG",913,"R38_R1",0.48
"2018-10-30_PC3_WT-TG",913,"R39_R1",0.64
"2018-10-30_PC3_WT-TG",918,"R2_R1",0.53
"2018-10-30_PC3_WT-TG",918,"R3_R1",0.45
"2018-10-30_PC3_WT-TG",918,"R4_R1",0.46
"2018-10-30_PC3_WT-TG",918,"R5_R1",0.45
"2018-10-30_PC3_WT-TG",918,"R6_R1",0.43
"2018-10-30_PC3_WT-TG",918,"R7_R1",0.47
"2018-10-30_PC3_WT-TG",918,"R8_R1",0.5
"2018-10-30_PC3_WT-TG",918,"R9_R1",0.45
"2018-10-30_PC3_WT-TG",918,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",918,"R11_R1",0.41
"2018-10-30_PC3_WT-TG",918,"R12_R1",0.45
"2018-10-30_PC3_WT-TG",918,"R13_R1",0.47
"2018-10-30_PC3_WT-TG",918,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",918,"R15_R1",0.42
"2018-10-30_PC3_WT-TG",918,"R16_R1",0.43
"2018-10-30_PC3_WT-TG",918,"R17_R1",0.43
"2018-10-30_PC3_WT-TG",918,"R18_R1",0.52
"2018-10-30_PC3_WT-TG",918,"R19_R1",0.42
"2018-10-30_PC3_WT-TG",918,"R20_R1",0.44
"2018-10-30_PC3_WT-TG",918,"R21_R1",0.44
"2018-10-30_PC3_WT-TG",918,"R22_R1",0.45
"2018-10-30_PC3_WT-TG",918,"R23_R1",0.44
"2018-10-30_PC3_WT-TG",918,"R24_R1",0.43
"2018-10-30_PC3_WT-TG",918,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",918,"R26_R1",0.47
"2018-10-30_PC3_WT-TG",918,"R27_R1",0.45
"2018-10-30_PC3_WT-TG",918,"R28_R1",0.77
"2018-10-30_PC3_WT-TG",918,"R29_R1",0.67
"2018-10-30_PC3_WT-TG",918,"R30_R1",0.57
"2018-10-30_PC3_WT-TG",918,"R31_R1",0.46
"2018-10-30_PC3_WT-TG",918,"R32_R1",0.44
"2018-10-30_PC3_WT-TG",918,"R33_R1",0.52
"2018-10-30_PC3_WT-TG",918,"R34_R1",0.43
"2018-10-30_PC3_WT-TG",918,"R35_R1",0.44
"2018-10-30_PC3_WT-TG",918,"R36_R1",0.43
"2018-10-30_PC3_WT-TG",918,"R37_R1",0.59
"2018-10-30_PC3_WT-TG",918,"R38_R1",0.63
"2018-10-30_PC3_WT-TG",918,"R39_R1",0.57
"2018-10-30_PC3_WT-TG",923,"R2_R1",0.61
"2018-10-30_PC3_WT-TG",923,"R3_R1",0.45
"2018-10-30_PC3_WT-TG",923,"R4_R1",0.46
"2018-10-30_PC3_WT-TG",923,"R5_R1",0.46
"2018-10-30_PC3_WT-TG",923,"R6_R1",0.44
"2018-10-30_PC3_WT-TG",923,"R7_R1",0.58
"2018-10-30_PC3_WT-TG",923,"R8_R1",0.66
"2018-10-30_PC3_WT-TG",923,"R9_R1",0.46
"2018-10-30_PC3_WT-TG",923,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",923,"R11_R1",0.42
"2018-10-30_PC3_WT-TG",923,"R12_R1",0.56
"2018-10-30_PC3_WT-TG",923,"R13_R1",0.55
"2018-10-30_PC3_WT-TG",923,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",923,"R15_R1",0.42
"2018-10-30_PC3_WT-TG",923,"R16_R1",0.43
"2018-10-30_PC3_WT-TG",923,"R17_R1",0.43
"2018-10-30_PC3_WT-TG",923,"R18_R1",0.53
"2018-10-30_PC3_WT-TG",923,"R19_R1",0.42
"2018-10-30_PC3_WT-TG",923,"R20_R1",0.45
"2018-10-30_PC3_WT-TG",923,"R21_R1",0.46
"2018-10-30_PC3_WT-TG",923,"R22_R1",0.46
"2018-10-30_PC3_WT-TG",923,"R23_R1",0.44
"2018-10-30_PC3_WT-TG",923,"R24_R1",0.44
"2018-10-30_PC3_WT-TG",923,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",923,"R26_R1",0.5
"2018-10-30_PC3_WT-TG",923,"R27_R1",0.46
"2018-10-30_PC3_WT-TG",923,"R28_R1",0.81
"2018-10-30_PC3_WT-TG",923,"R29_R1",0.81
"2018-10-30_PC3_WT-TG",923,"R30_R1",0.59
"2018-10-30_PC3_WT-TG",923,"R31_R1",0.47
"2018-10-30_PC3_WT-TG",923,"R32_R1",0.44
"2018-10-30_PC3_WT-TG",923,"R33_R1",0.49
"2018-10-30_PC3_WT-TG",923,"R34_R1",0.46
"2018-10-30_PC3_WT-TG",923,"R35_R1",0.44
"2018-10-30_PC3_WT-TG",923,"R36_R1",0.45
"2018-10-30_PC3_WT-TG",923,"R37_R1",0.69
"2018-10-30_PC3_WT-TG",923,"R38_R1",0.52
"2018-10-30_PC3_WT-TG",923,"R39_R1",0.65
"2018-10-30_PC3_WT-TG",928,"R2_R1",0.59
"2018-10-30_PC3_WT-TG",928,"R3_R1",0.46
"2018-10-30_PC3_WT-TG",928,"R4_R1",0.45
"2018-10-30_PC3_WT-TG",928,"R5_R1",0.46
"2018-10-30_PC3_WT-TG",928,"R6_R1",0.45
"2018-10-30_PC3_WT-TG",928,"R7_R1",0.52
"2018-10-30_PC3_WT-TG",928,"R8_R1",0.49
"2018-10-30_PC3_WT-TG",928,"R9_R1",0.46
"2018-10-30_PC3_WT-TG",928,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",928,"R11_R1",0.42
"2018-10-30_PC3_WT-TG",928,"R12_R1",0.48
"2018-10-30_PC3_WT-TG",928,"R13_R1",0.5
"2018-10-30_PC3_WT-TG",928,"R14_R1",0.43
"2018-10-30_PC3_WT-TG",928,"R15_R1",0.43
"2018-10-30_PC3_WT-TG",928,"R16_R1",0.43
"2018-10-30_PC3_WT-TG",928,"R17_R1",0.43
"2018-10-30_PC3_WT-TG",928,"R18_R1",0.52
"2018-10-30_PC3_WT-TG",928,"R19_R1",0.42
"2018-10-30_PC3_WT-TG",928,"R20_R1",0.45
"2018-10-30_PC3_WT-TG",928,"R21_R1",0.46
"2018-10-30_PC3_WT-TG",928,"R22_R1",0.45
"2018-10-30_PC3_WT-TG",928,"R23_R1",0.45
"2018-10-30_PC3_WT-TG",928,"R24_R1",0.44
"2018-10-30_PC3_WT-TG",928,"R25_R1",0.45
"2018-10-30_PC3_WT-TG",928,"R26_R1",0.47
"2018-10-30_PC3_WT-TG",928,"R27_R1",0.46
"2018-10-30_PC3_WT-TG",928,"R28_R1",0.74
"2018-10-30_PC3_WT-TG",928,"R29_R1",0.73
"2018-10-30_PC3_WT-TG",928,"R30_R1",0.57
"2018-10-30_PC3_WT-TG",928,"R31_R1",0.47
"2018-10-30_PC3_WT-TG",928,"R32_R1",0.44
"2018-10-30_PC3_WT-TG",928,"R33_R1",0.51
"2018-10-30_PC3_WT-TG",928,"R34_R1",0.45
"2018-10-30_PC3_WT-TG",928,"R35_R1",0.47
"2018-10-30_PC3_WT-TG",928,"R36_R1",0.44
"2018-10-30_PC3_WT-TG",928,"R37_R1",0.61
"2018-10-30_PC3_WT-TG",928,"R38_R1",0.46
"2018-10-30_PC3_WT-TG",928,"R39_R1",0.59
"2018-10-30_PC3_WT-TG",933,"R2_R1",0.49
"2018-10-30_PC3_WT-TG",933,"R3_R1",0.43
"2018-10-30_PC3_WT-TG",933,"R4_R1",0.44
"2018-10-30_PC3_WT-TG",933,"R5_R1",0.45
"2018-10-30_PC3_WT-TG",933,"R6_R1",0.42
"2018-10-30_PC3_WT-TG",933,"R7_R1",0.44
"2018-10-30_PC3_WT-TG",933,"R8_R1",0.48
"2018-10-30_PC3_WT-TG",933,"R9_R1",0.43
"2018-10-30_PC3_WT-TG",933,"R10_R1",0.42
"2018-10-30_PC3_WT-TG",933,"R11_R1",0.41
"2018-10-30_PC3_WT-TG",933,"R12_R1",0.4
"2018-10-30_PC3_WT-TG",933,"R13_R1",0.42
"2018-10-30_PC3_WT-TG",933,"R14_R1",0.42
"2018-10-30_PC3_WT-TG",933,"R15_R1",0.4
"2018-10-30_PC3_WT-TG",933,"R16_R1",0.42
"2018-10-30_PC3_WT-TG",933,"R17_R1",0.41
"2018-10-30_PC3_WT-TG",933,"R18_R1",0.43
"2018-10-30_PC3_WT-TG",933,"R19_R1",0.41
"2018-10-30_PC3_WT-TG",933,"R20_R1",0.42
"2018-10-30_PC3_WT-TG",933,"R21_R1",0.41
"2018-10-30_PC3_WT-TG",933,"R22_R1",0.43
"2018-10-30_PC3_WT-TG",933,"R23_R1",0.42
"2018-10-30_PC3_WT-TG",933,"R24_R1",0.41
"2018-10-30_PC3_WT-TG",933,"R25_R1",0.44
"2018-10-30_PC3_WT-TG",933,"R26_R1",0.45
"2018-10-30_PC3_WT-TG",933,"R27_R1",0.43
"2018-10-30_PC3_WT-TG",933,"R28_R1",0.57
"2018-10-30_PC3_WT-TG",933,"R29_R1",0.7
"2018-10-30_PC3_WT-TG",933,"R30_R1",0.51
"2018-10-30_PC3_WT-TG",933,"R31_R1",0.45
"2018-10-30_PC3_WT-TG",933,"R32_R1",0.43
"2018-10-30_PC3_WT-TG",933,"R33_R1",0.47
"2018-10-30_PC3_WT-TG",933,"R34_R1",0.42
"2018-10-30_PC3_WT-TG",933,"R35_R1",0.43
"2018-10-30_PC3_WT-TG",933,"R36_R1",0.42
"2018-10-30_PC3_WT-TG",933,"R37_R1",0.46
"2018-10-30_PC3_WT-TG",933,"R38_R1",0.44
"2018-10-30_PC3_WT-TG",933,"R39_R1",0.44
"2018-10-30_PC3_WT-TG",938,"R2_R1",0.48
"2018-10-30_PC3_WT-TG",938,"R3_R1",0.44
"2018-10-30_PC3_WT-TG",938,"R4_R1",0.45
"2018-10-30_PC3_WT-TG",938,"R5_R1",0.45
"2018-10-30_PC3_WT-TG",938,"R6_R1",0.45
"2018-10-30_PC3_WT-TG",938,"R7_R1",0.55
